timestamp,device_id,ax,ay,az,motion_magnitude,rssi,ip,data_type,sensorSource,total_acceleration,ax_abs,ay_abs,az_abs,hour,minute,second
2026-04-13 06:16:44.850000+00:00,ID_001,5.26,-0.98,1.96,5.698210245331423,-70,::ffff:192.168.1.6,artificial,accelerometer,5.698210245331423,5.26,0.98,1.96,6,16,44
2026-04-13 06:16:46.853000+00:00,ID_001,-0.16,7.88,0.16,7.8832480615543234,-71,::ffff:192.168.1.6,artificial,accelerometer,7.8832480615543234,0.16,7.88,0.16,6,16,46
2026-04-13 06:16:48.846000+00:00,ID_001,3.1,3.1,1.29,4.5699124718094986,-64,::ffff:192.168.1.6,artificial,accelerometer,4.5699124718094986,3.1,3.1,1.29,6,16,48
2026-04-13 06:16:50.908000+00:00,ID_001,-3.73,10.98,0.2,11.597986894284714,-65,::ffff:192.168.1.6,artificial,accelerometer,11.597986894284714,3.73,10.98,0.2,6,16,50
2026-04-13 06:16:52.944000+00:00,ID_001,0.55,8.0,0.59,8.040559682012193,-70,::ffff:192.168.1.6,artificial,accelerometer,8.040559682012193,0.55,8.0,0.59,6,16,52
2026-04-13 06:16:55.056000+00:00,ID_001,3.18,2.82,2.51,4.936081441791656,-72,::ffff:192.168.1.6,artificial,accelerometer,4.936081441791656,3.18,2.82,2.51,6,16,55
2026-04-13 06:16:57.334000+00:00,ID_001,-7.06,19.85,-0.39,21.071739368167975,-70,::ffff:192.168.1.6,artificial,accelerometer,21.071739368167975,7.06,19.85,0.39,6,16,57
2026-04-13 06:16:59.336000+00:00,ID_001,-1.49,9.06,-0.67,9.206117531294069,-70,::ffff:192.168.1.6,artificial,accelerometer,9.206117531294069,1.49,9.06,0.67,6,16,59
2026-04-13 06:17:01.344000+00:00,ID_001,-5.26,19.1,1.84,19.896311215901306,-78,::ffff:192.168.1.6,artificial,accelerometer,19.896311215901306,5.26,19.1,1.84,6,17,1
2026-04-13 06:17:03.391000+00:00,ID_001,0.82,11.1,4.63,12.054845498802546,-65,::ffff:192.168.1.6,artificial,accelerometer,12.054845498802546,0.82,11.1,4.63,6,17,3
2026-04-13 06:17:05.483000+00:00,ID_001,1.92,6.39,1.29,6.795778101144856,-73,::ffff:192.168.1.6,artificial,accelerometer,6.795778101144856,1.92,6.39,1.29,6,17,5
2026-04-13 06:17:07.564000+00:00,ID_001,0.24,10.04,0.47,10.053859955260963,-71,::ffff:192.168.1.6,artificial,accelerometer,10.053859955260963,0.24,10.04,0.47,6,17,7
2026-04-13 06:17:09.568000+00:00,ID_001,3.73,1.57,1.14,4.20445002348702,-70,::ffff:192.168.1.6,artificial,accelerometer,4.20445002348702,3.73,1.57,1.14,6,17,9
2026-04-13 06:17:11.581000+00:00,ID_001,0.78,10.04,6.08,11.763349863027964,-67,::ffff:192.168.1.6,artificial,accelerometer,11.763349863027964,0.78,10.04,6.08,6,17,11
2026-04-13 06:17:13.677000+00:00,ID_001,-0.16,12.67,1.57,12.767905074835104,-71,::ffff:192.168.1.6,artificial,accelerometer,12.767905074835104,0.16,12.67,1.57,6,17,13
2026-04-13 06:17:15.710000+00:00,ID_001,3.06,3.45,2.55,5.2695920145681105,-74,::ffff:192.168.1.6,artificial,accelerometer,5.2695920145681105,3.06,3.45,2.55,6,17,15
2026-04-13 06:17:17.765000+00:00,ID_001,-0.78,9.65,0.16,9.682794018257333,-72,::ffff:192.168.1.6,artificial,accelerometer,9.682794018257333,0.78,9.65,0.16,6,17,17
2026-04-13 06:17:19.809000+00:00,ID_001,0.35,11.3,0.27,11.308642712545128,-67,::ffff:192.168.1.6,artificial,accelerometer,11.308642712545128,0.35,11.3,0.27,6,17,19
2026-04-13 06:17:21.826000+00:00,ID_001,-6.59,21.38,-0.16,22.37315578991931,-69,::ffff:192.168.1.6,artificial,accelerometer,22.37315578991931,6.59,21.38,0.16,6,17,21
2026-04-13 06:17:23.909000+00:00,ID_001,3.02,5.3,-0.35,6.1100654660977245,-65,::ffff:192.168.1.6,artificial,accelerometer,6.1100654660977245,3.02,5.3,0.35,6,17,23
2026-04-13 06:17:25.917000+00:00,ID_001,0.59,8.04,0.43,8.073078718803625,-72,::ffff:192.168.1.6,artificial,accelerometer,8.073078718803625,0.59,8.04,0.43,6,17,25
2026-04-13 06:17:27.965000+00:00,ID_001,4.9,0.31,2.43,5.478229641042807,-67,::ffff:192.168.1.6,artificial,accelerometer,5.478229641042807,4.9,0.31,2.43,6,17,27
2026-04-13 06:17:30.016000+00:00,ID_001,-1.96,16.67,0.9,16.808941073131287,-68,::ffff:192.168.1.6,artificial,accelerometer,16.808941073131287,1.96,16.67,0.9,6,17,30
